Time,Distance,Rotation
0,-0.9305278,352.0421
0.007587433,-0.9299611,352.0457
0.01854801,-0.9293348,352.045
0.03282547,-0.9286779,352.0616
0.04066181,-0.9281201,352.0762
0.05180168,-0.9274253,352.1109
0.06295967,-0.9267924,352.1613
0.07408619,-0.9260909,352.23
0.08520222,-0.9253747,352.3001
0.09620667,-0.9246588,352.3606
0.1072989,-0.923923,352.4148
0.1184464,-0.9231641,352.4679
0.1295166,-0.9223452,352.5228
0.1409664,-0.9214761,352.5533
0.1517258,-0.9205709,352.5818
0.1637497,-0.9196311,352.6084
0.1746244,-0.9186772,352.639
0.1881933,-0.9175651,352.6616
0.1961823,-0.9164523,352.6963
0.2072678,-0.9154503,352.736
0.2184181,-0.9142241,352.7603
0.2295189,-0.9130726,352.8111
0.2410936,-0.9118319,352.8515
0.2516518,-0.9106216,352.8945
0.2628784,-0.9094174,352.9179
0.2742672,-0.9080814,352.9514
0.285408,-0.9067481,352.9968
0.2964926,-0.9053481,353.0519
0.3074417,-0.903949,353.1115
0.3185167,-0.9023756,353.1709
0.3295479,-0.9009249,353.2109
0.3436337,-0.8993887,353.2331
0.3519239,-0.8978635,353.2646
0.3628187,-0.8962139,353.2674
0.3740816,-0.8945423,353.2868
0.385087,-0.8928886,353.3203
0.3964167,-0.891219,353.3643
0.4072752,-0.889474,353.4003
0.4182987,-0.8878229,353.4405
0.42941,-0.8860549,353.4987
0.4405174,-0.8843026,353.5543
0.4517508,-0.8824586,353.6
0.462719,-0.8804495,353.6295
0.4738207,-0.878513,353.639
0.4851542,-0.8765821,353.6514
0.4998531,-0.8745099,353.6664
0.5071144,-0.8724341,353.7092
0.5182362,-0.8704114,353.7634
0.5293522,-0.8682529,353.8397
0.5404577,-0.8661613,353.9324
0.551775,-0.8640052,354.0392
0.5626545,-0.8617948,354.1275
0.5737381,-0.8596071,354.2301
0.5850334,-0.8573686,354.299
0.5960569,-0.8550836,354.3589
0.6071701,-0.8526828,354.4221
0.6182566,-0.8503784,354.4795
0.6293154,-0.8480092,354.5352
0.6404829,-0.8454665,354.5709
0.654665,-0.8430446,354.589
0.6626196,-0.8405513,354.6184
0.6739626,-0.8378755,354.6022
0.6850452,-0.8351636,354.598
0.6959667,-0.8324865,354.5923
0.707057,-0.8297172,354.6192
0.7183466,-0.826928,354.6516
0.7293568,-0.8241411,354.695
0.7403307,-0.8212403,354.7323
0.7514591,-0.8183447,354.7661
0.762579,-0.8153043,354.8116
0.7739496,-0.8122579,354.8325
0.7848539,-0.809153,354.8268
0.7964458,-0.8060061,354.8259
0.810216,-0.802599,354.812
0.8181028,-0.7992688,354.8082
0.8293724,-0.7959732,354.7927
0.8403044,-0.7925338,354.7782
0.8515711,-0.7890306,354.7755
0.8625288,-0.7854346,354.7809
0.8736382,-0.7818099,354.7843
0.8847389,-0.7780451,354.7985
0.8958492,-0.7742152,354.7907
0.9069681,-0.7703563,354.7668
0.9180613,-0.7664179,354.7453
0.9291773,-0.7623354,354.7043
0.9404869,-0.758119,354.6296
0.9514513,-0.7536788,354.5507
0.9657021,-0.7492107,354.491
0.9736853,-0.7445612,354.4259
0.9847965,-0.739872,354.3805
0.9957905,-0.7351444,354.3294
1.007004,-0.7303797,354.3106
1.018293,-0.7253913,354.3018
1.02931,-0.7203033,354.2691
1.040244,-0.715201,354.2416
1.051326,-0.7100263,354.2278
1.06272,-0.7049406,354.2372
1.073754,-0.699453,354.2992
1.084846,-0.6938255,354.4109
1.095741,-0.6881599,354.4885
1.107047,-0.682521,354.5163
1.121145,-0.6770532,354.5319
1.129056,-0.6714998,354.5365
1.140419,-0.6659859,354.5201
1.151578,-0.6603585,354.5052
1.162674,-0.6547624,354.4601
1.173484,-0.6490463,354.4496
1.184651,-0.6433855,354.5203
1.195853,-0.6378828,354.5783
1.207077,-0.6321808,354.5605
1.217966,-0.626416,354.4964
1.229062,-0.6206399,354.3967
1.240127,-0.6148822,354.2864
1.251319,-0.6089572,354.1802
1.262638,-0.6031998,354.0561
1.276727,-0.5973138,353.9383
1.284945,-0.5915432,353.862
1.295934,-0.5857295,353.812
1.307065,-0.5799075,353.7736
1.317958,-0.5742086,353.7491
1.330774,-0.5684549,353.7089
1.340233,-0.5627444,353.6915
1.351355,-0.5571259,353.6976
1.362567,-0.5514418,353.7034
1.373437,-0.5457777,353.6838
1.384628,-0.5401187,353.6477
1.395681,-0.5344062,353.5593
1.406775,-0.5286635,353.4513
1.417948,-0.5229251,353.3386
1.432296,-0.5170537,353.2243
1.440322,-0.5112644,353.1119
1.451431,-0.5055121,353.0373
1.462487,-0.5001105,352.9652
1.473371,-0.4945575,352.9904
1.484635,-0.4891046,353.044
1.495575,-0.483689,353.1526
1.506783,-0.4783705,353.2668
1.517935,-0.4732071,353.4207
1.528891,-0.4679313,353.5407
1.540003,-0.4629022,353.6376
1.551143,-0.457705,353.7249
1.562252,-0.4525578,353.7869
1.573393,-0.4473865,353.8374
1.587682,-0.4423254,353.86
1.595552,-0.437222,353.8276
1.606638,-0.4320788,353.7552
1.617929,-0.426952,353.6493
1.628981,-0.4217464,353.5551
1.639974,-0.4165887,353.4674
1.651249,-0.4112256,353.3981
1.662241,-0.4059867,353.3488
1.67329,-0.4006732,353.3381
1.684396,-0.3952383,353.3455
1.695493,-0.3898416,353.3353
1.707159,-0.3843548,353.3285
1.718107,-0.3789524,353.3332
1.729391,-0.3733927,353.3241
1.743381,-0.367852,353.3217
1.751198,-0.3622223,353.3254
1.762245,-0.3566462,353.3341
1.773393,-0.3510299,353.3597
1.784419,-0.3453475,353.3978
1.796039,-0.3396074,353.4322
1.806563,-0.3337827,353.4844
1.817747,-0.3280042,353.534
1.828866,-0.3222368,353.6098
1.839939,-0.3164899,353.6786
1.851246,-0.3106661,353.7171
1.862079,-0.3045979,353.747
1.873405,-0.2989137,353.7885
1.884433,-0.2930964,353.8314
1.898721,-0.2873957,353.8638
1.906586,-0.2816619,353.8676
1.917681,-0.275858,353.8926
1.928773,-0.2696171,353.8952
1.939827,-0.2633706,353.7481
1.951279,-0.2571477,353.5696
1.962345,-0.2509645,353.4792
1.973129,-0.2449245,353.4586
1.984242,-0.2388706,353.4916
1.995556,-0.2330295,353.5378
2.006629,-0.2271115,353.6027
2.017693,-0.2212688,353.6928
2.028681,-0.2154143,353.8109
2.039854,-0.2097515,353.84
2.054341,-0.2040373,353.855
2.062029,-0.1984633,353.8232
2.073145,-0.1929703,353.8503
2.084166,-0.1874901,353.8224
2.095876,-0.1820565,353.7585
2.106413,-0.1764712,353.6373
2.117528,-0.1709203,353.4991
2.128625,-0.1653265,353.409
2.139711,-0.1598134,353.3652
2.151091,-0.1543123,353.291
2.161921,-0.1487604,353.223
2.173056,-0.1431509,353.1454
2.184191,-0.1375751,353.1146
2.195621,-0.1320103,353.1185
2.209885,-0.1265757,353.1649
2.217782,-0.1212095,353.1858
2.228895,-0.1158715,353.1896
2.239695,-0.1103863,353.1996
2.251314,-0.1050766,353.2144
2.261962,-0.09956992,353.2504
2.27316,-0.09444535,353.2764
2.284144,-0.08930361,353.2881
2.295245,-0.08431256,353.253
2.30637,-0.07906568,353.2003
2.317519,-0.07375491,353.1324
2.328696,-0.06849027,353.0878
2.339783,-0.06326067,353.0351
2.350792,-0.05796707,352.986
2.36491,-0.05267775,352.9429
2.377162,-0.04734778,352.9251
2.384004,-0.04194939,352.9314
2.39359,-0.03661084,352.9612
2.404623,-0.03123724,353.0137
2.415739,-0.02581704,353.0401
2.426896,-0.02037716,353.0698
2.438267,-0.01480401,353.0964
2.449436,-0.009294033,353.1415
2.46051,-0.003764868,353.1765
2.4715,0.001827002,353.1781
2.482433,0.007593513,353.1621
2.493506,0.01338184,353.1452
2.504676,0.01924646,353.1412
2.519344,0.02519596,353.1392
2.526936,0.03125632,353.1229
2.53793,0.03731418,353.1028
2.549057,0.04343474,353.0832
2.560143,0.04970872,353.0685
2.571533,0.05602968,353.0519
2.58236,0.06249511,353.0368
2.593794,0.06915033,353.009
2.604551,0.0758177,352.9707
2.615902,0.08258104,352.9545
2.627064,0.08944881,352.9503
2.637901,0.09630215,352.9375
2.649132,0.1032774,352.9574
2.660169,0.1105281,352.9748
2.674506,0.1178575,352.9564
2.682587,0.1252236,352.9031
2.693416,0.1324377,352.8391
2.70458,0.1396832,352.784
2.716037,0.1472172,352.7466
2.726772,0.1543075,352.7224
2.73799,0.1616982,352.7248
2.749223,0.1690842,352.7909
2.760516,0.1764888,352.8562
2.771708,0.1838614,352.915
2.783085,0.1911873,352.9602
2.794537,0.1985096,352.9937
2.80548,0.2058362,353.0384
2.816929,0.2131892,353.1374
2.831258,0.2205108,353.2667
2.839344,0.2277256,353.4233
2.850458,0.2349032,353.6007
2.861778,0.2419635,353.8251
2.873073,0.248839,354.0624
2.884171,0.2557107,354.3097
2.894957,0.2624718,354.5411
2.906054,0.2692741,354.7401
2.917144,0.2760454,354.9194
2.928291,0.2828418,355.0891
2.939909,0.2895209,355.281
2.950601,0.2963058,355.4307
2.961694,0.3031899,355.5299
2.972803,0.3101639,355.5989
2.987056,0.3172089,355.6536
2.994925,0.3243302,355.7497
3.006325,0.3313302,355.8599
3.017169,0.338262,356.0551
3.028285,0.3451864,356.2579
3.039742,0.3520046,356.5242
3.050456,0.3586956,356.797
3.061733,0.3654262,357.1201
3.072775,0.3722962,357.4392
3.083792,0.3790303,357.722
3.094882,0.3856705,357.9915
3.105952,0.3922449,358.2536
3.117047,0.3986965,358.5033
3.128273,0.405243,358.7545
3.142591,0.411754,358.9615
3.150376,0.418352,359.1372
3.161689,0.4249767,359.2442
3.172834,0.4317352,359.3298
3.183711,0.4384571,359.4122
3.194974,0.4451293,359.5018
3.205955,0.4518846,359.6168
3.217149,0.4586624,359.7672
3.22818,0.465412,359.9409
3.23925,0.4721879,0.1597677
3.25063,0.4790169,0.3951752
3.261797,0.4859005,0.6431354
3.272905,0.4929262,0.8635482
3.284568,0.5000309,1.071197
3.299015,0.5072664,1.268391
3.306235,0.514491,1.458521
3.317245,0.5217446,1.665466
