Time,Distance,Rotation
0,-0.9294853,352.0548
0.007475853,-0.9294626,352.0992
0.0182848,-0.9294096,352.1592
0.02935505,-0.9292684,352.2146
0.04041576,-0.9291971,352.2827
0.05150223,-0.9290417,352.3734
0.06264496,-0.9289129,352.4949
0.07377338,-0.9287814,352.6109
0.08502197,-0.9285814,352.7223
0.09608078,-0.9284046,352.8377
0.1071053,-0.9281924,352.9237
0.1184425,-0.9279647,353.006
0.1301527,-0.9277127,353.0912
0.1404781,-0.9274341,353.1596
0.151474,-0.9270297,353.248
0.1629171,-0.9267605,353.3371
0.1737261,-0.9263845,353.4151
0.1847916,-0.9260815,353.4742
0.1961412,-0.9258353,353.5289
0.2070169,-0.9255989,353.5819
0.2189064,-0.9253086,353.6343
0.229351,-0.9249903,353.6802
0.2404251,-0.9247321,353.7324
0.2514877,-0.9245977,353.7932
0.2626114,-0.9243859,353.851
0.2736855,-0.9241977,353.8972
0.2847872,-0.9239985,353.9448
0.2961884,-0.9238281,353.9823
0.3070927,-0.9237253,354.029
0.3181438,-0.9235511,354.0658
0.3294239,-0.9233924,354.1179
0.3404779,-0.9232399,354.1806
0.3515482,-0.9231083,354.2375
0.3627672,-0.9229672,354.3031
0.3738947,-0.9228432,354.3632
0.3850918,-0.922595,354.4078
0.396184,-0.9224486,354.4557
0.4074802,-0.9222265,354.4715
0.4181213,-0.921988,354.4953
0.4291821,-0.9217424,354.5171
0.4405403,-0.9215536,354.5336
0.4514418,-0.9212402,354.5679
0.4625587,-0.9210315,354.609
0.4737234,-0.9207155,354.663
0.4846945,-0.9204352,354.7207
0.4958172,-0.9202018,354.7777
0.5069094,-0.9198203,354.8342
0.5180302,-0.9194586,354.8965
0.5291157,-0.9190917,354.9471
0.5402098,-0.9187081,355.0054
0.5512848,-0.9183061,355.0536
0.5624161,-0.9178941,355.0888
0.5735579,-0.9175214,355.1327
0.5846233,-0.9171616,355.1695
0.5957098,-0.9167557,355.2115
0.6068974,-0.9162862,355.2489
0.6180048,-0.915835,355.2703
0.6296606,-0.9153653,355.2772
0.640233,-0.9149334,355.2867
0.6512814,-0.9144721,355.2857
0.6623964,-0.9140005,355.2724
0.6734829,-0.9134264,355.2331
0.6845789,-0.9126987,355.1588
0.6959867,-0.9119866,355.08
0.7071114,-0.9111112,355.0087
0.7178726,-0.9103684,354.9523
0.7291946,-0.9096503,354.9277
0.7401676,-0.9089353,354.907
0.7514887,-0.9081657,354.8915
0.762536,-0.9072946,354.8793
0.7734995,-0.9064476,354.8657
0.7846432,-0.9055755,354.8446
0.7959547,-0.9047024,354.8367
0.806859,-0.9037451,354.8346
0.817894,-0.9028696,354.8413
0.8289843,-0.9019473,354.8381
0.8403349,-0.9010199,354.8283
0.8511686,-0.900022,354.7682
0.8624811,-0.8990904,354.6824
0.8735275,-0.8981422,354.5802
0.8844738,-0.8971509,354.467
0.8956938,-0.8960861,354.3548
0.9066992,-0.8949212,354.2689
0.9178295,-0.893764,354.1994
0.9292631,-0.8926016,354.1468
0.9404173,-0.8913726,354.1067
0.9557743,-0.8901237,354.0945
0.9622183,-0.8889482,354.0872
0.9715538,-0.8877732,354.0999
0.9826736,-0.8865784,354.1109
0.9939127,-0.8854343,354.085
1.004947,-0.8841243,354.0395
1.016267,-0.8827978,353.9571
1.027422,-0.8813727,353.8859
1.038503,-0.8799264,353.8017
1.049312,-0.8783829,353.738
1.060694,-0.8768622,353.7041
1.071513,-0.875214,353.6954
1.082855,-0.8734341,353.6535
1.093881,-0.8715287,353.5837
1.105007,-0.8694386,353.4713
1.115932,-0.8671548,353.3578
1.127084,-0.8647127,353.2324
1.138146,-0.8621983,353.115
1.149284,-0.8595594,353.0005
1.160348,-0.856772,352.9025
1.171446,-0.8540174,352.8396
1.182603,-0.8510903,352.7939
1.193975,-0.848032,352.7561
1.204771,-0.8448284,352.7035
1.216122,-0.8414655,352.6668
1.227051,-0.8381295,352.629
1.238107,-0.8347021,352.6272
1.24933,-0.8311582,352.6383
1.260365,-0.8274331,352.6416
1.271419,-0.8236374,352.6383
1.2826,-0.8196019,352.5836
1.293701,-0.815541,352.5229
1.304726,-0.8114321,352.4766
1.316114,-0.8072323,352.4308
1.327438,-0.8028835,352.3726
1.338543,-0.7984946,352.3262
1.34977,-0.7939118,352.2851
1.361027,-0.789232,352.2378
1.372517,-0.7844616,352.1722
1.383888,-0.7795318,352.1271
1.395133,-0.7745121,352.1103
1.406116,-0.76937,352.1233
1.417333,-0.7640694,352.1405
1.428575,-0.7587225,352.1427
1.439763,-0.7532609,352.1429
1.45093,-0.7476283,352.1602
1.462016,-0.7419502,352.1784
1.473442,-0.7360376,352.1892
1.484357,-0.7300264,352.1935
1.49582,-0.7239369,352.2058
1.506711,-0.7177721,352.191
1.517565,-0.7115736,352.1691
1.528722,-0.7052764,352.1332
1.539767,-0.6988258,352.1014
1.551198,-0.6920456,352.1281
1.562043,-0.6854197,352.0029
1.573313,-0.6784517,351.8741
1.584186,-0.6715759,351.806
1.595625,-0.6645137,351.8381
1.606487,-0.6574758,351.9017
1.617493,-0.6504184,351.9662
1.62861,-0.6434215,352.0194
1.639751,-0.6362904,352.0713
