Time,Distance,Rotation
0,-0.890374,1.146744
0.007699013,-0.889721,1.217304
0.01874495,-0.8891241,1.277304
0.02996492,-0.8884527,1.356442
0.04103327,-0.8877873,1.415637
0.05202484,-0.887038,1.490318
0.06318331,-0.8861837,1.565779
0.07431841,-0.8854179,1.646282
0.08551788,-0.8845518,1.732494
0.09643078,-0.8837536,1.810059
0.1075501,-0.8828843,1.898372
0.1186652,-0.8820826,2.002405
0.1303573,-0.8811838,2.106914
0.1412077,-0.8802471,2.217207
0.1529193,-0.8793072,2.329836
0.1634102,-0.8783475,2.447066
0.1744494,-0.877327,2.56116
0.1853185,-0.8763161,2.688267
0.1965756,-0.8752208,2.812081
0.2075057,-0.8741134,2.948606
0.2189198,-0.8729757,3.077253
0.2299776,-0.8718428,3.198109
0.2411256,-0.8707892,3.309653
0.2519703,-0.8696338,3.411136
0.2630281,-0.8683937,3.503504
0.2741942,-0.8670922,3.603502
0.2852778,-0.865824,3.706843
0.2963328,-0.8645183,3.807238
0.3074899,-0.863209,3.893551
0.3185563,-0.8617831,3.979298
0.3299556,-0.8604066,4.065157
0.3407884,-0.8589884,4.143275
0.3525434,-0.8574299,4.222412
0.3670154,-0.855919,4.27706
0.3743691,-0.8542455,4.326842
0.3838229,-0.8526592,4.356888
0.3952193,-0.8508734,4.389664
0.4060054,-0.8492252,4.411892
0.4171386,-0.8477424,4.424931
0.4282203,-0.8460431,4.437671
0.4393382,-0.8443376,4.442666
0.4504075,-0.8425794,4.464643
0.4615159,-0.840824,4.485384
0.4726644,-0.8389903,4.512478
0.4837298,-0.8371094,4.525757
0.4948211,-0.8352443,4.52317
0.5060258,-0.8334011,4.512031
0.5173688,-0.8316247,4.497106
0.5282035,-0.8296729,4.460423
0.5396008,-0.8277178,4.420454
0.5504537,-0.8257353,4.400154
0.561584,-0.8236558,4.389316
0.5726142,-0.821612,4.404808
0.5836873,-0.8196191,4.432371
0.59479,-0.8175572,4.472357
0.6060157,-0.8155684,4.484498
0.6169887,-0.8134243,4.511223
0.6281314,-0.8113543,4.52517
0.6393037,-0.8092977,4.535934
0.6503797,-0.8071922,4.54339
0.6615176,-0.805114,4.572736
0.6725774,-0.8030434,4.604882
0.683763,-0.8009565,4.638573
0.6947751,-0.7988904,4.644224
0.7059627,-0.7967566,4.655004
0.7169824,-0.7949245,4.657431
0.7282147,-0.7928433,4.635358
0.7394595,-0.7906628,4.59674
0.7506909,-0.7884214,4.56224
0.7619166,-0.7861612,4.518916
0.7733436,-0.7838277,4.462892
0.7843909,-0.7814803,4.411247
0.7959552,-0.7791585,4.378286
0.8068862,-0.7767671,4.332539
0.8182015,-0.7743502,4.295561
0.829412,-0.7718133,4.235771
0.840899,-0.7691673,4.173502
0.8517318,-0.7665204,4.11377
0.8627744,-0.7638649,4.073247
0.8738589,-0.7611313,4.033838
0.8849626,-0.7583773,4.003916
0.8963809,-0.755502,4.000939
0.9072518,-0.7525942,3.98557
0.9182954,-0.749622,3.961239
0.929419,-0.7466108,3.905099
0.9405246,-0.7435056,3.84276
0.9515901,-0.7402898,3.77834
0.9628444,-0.7369348,3.707941
0.9741464,-0.7335368,3.622442
0.9851937,-0.7299418,3.534909
0.9965119,-0.7262616,3.43823
1.007261,-0.7222148,3.288953
1.01825,-0.7181348,3.134253
1.02964,-0.7138324,2.963837
1.040499,-0.7095937,2.816229
1.051582,-0.7050688,2.683452
1.062921,-0.7004393,2.562547
1.074089,-0.6956681,2.471039
1.084952,-0.6907642,2.397148
1.096017,-0.68575,2.332477
1.107164,-0.6807326,2.283829
1.118242,-0.6754305,2.27421
1.12942,-0.6700054,2.268026
1.140489,-0.664515,2.265215
1.151557,-0.6586832,2.278866
1.163374,-0.6527916,2.289172
1.17379,-0.646675,2.327229
1.184995,-0.6404653,2.352761
1.195957,-0.6341063,2.370883
1.207253,-0.6275916,2.378054
1.218251,-0.620865,2.338849
1.229502,-0.6140037,2.29219
1.240815,-0.6068755,2.191891
1.251537,-0.5994292,2.064879
1.262597,-0.5918235,1.912473
1.273695,-0.5840664,1.75542
1.285254,-0.5761143,1.613403
1.295924,-0.5680736,1.480424
1.307057,-0.5595986,1.375747
1.318319,-0.5508766,1.339327
1.329429,-0.5417068,1.311157
1.340492,-0.5326313,1.194836
1.35141,-0.5233389,1.138371
1.36259,-0.5140949,1.096775
1.373728,-0.5048,1.065081
1.385026,-0.4952997,0.9902917
1.396158,-0.4859113,0.8985915
1.406976,-0.4764644,0.8277103
1.418094,-0.467087,0.7802287
1.429173,-0.4577304,0.8037112
1.440481,-0.4484556,0.8114324
1.451392,-0.4393257,0.8469949
1.463217,-0.4304372,0.9337153
1.473755,-0.421831,1.0712
1.484662,-0.4132982,1.231583
1.495894,-0.4051656,1.411702
1.507253,-0.3971758,1.580495
1.518019,-0.3892733,1.746225
1.529145,-0.3814986,1.868905
1.540658,-0.3738295,1.943156
1.551466,-0.3664763,2.002279
1.562726,-0.3593417,2.086384
1.573595,-0.3524954,2.193632
1.584698,-0.3456198,2.312654
1.595891,-0.3389379,2.40551
1.606938,-0.3325139,2.508366
1.618088,-0.3262094,2.598772
1.629262,-0.3200541,2.667319
1.640377,-0.3140558,2.738801
1.651796,-0.308417,2.814345
1.662809,-0.3026756,2.896558
1.673831,-0.2970154,2.983997
1.684661,-0.291978,3.049814
1.696009,-0.2867556,3.048225
1.706859,-0.2815622,3.016625
1.717927,-0.2763659,2.912855
1.729045,-0.2713717,2.769769
1.740346,-0.2663941,2.633672
1.751351,-0.2612829,2.493576
1.762576,-0.2560838,2.351007
