Time,Distance,Rotation
0,-1.067651,1.377097
0.01092911,-1.067144,1.448645
0.021492,-1.066686,1.514252
0.03262711,-1.066226,1.592266
0.04379654,-1.065768,1.670018
0.05480576,-1.065292,1.744332
0.06621552,-1.06488,1.837048
0.07766342,-1.064396,1.919829
0.08816528,-1.063859,1.99881
0.09925842,-1.063338,2.080805
0.1103554,-1.062918,2.150575
0.1214485,-1.06245,2.222646
0.1325569,-1.062073,2.30425
0.1436729,-1.061656,2.384094
0.1551514,-1.061219,2.470816
0.1663055,-1.060687,2.545827
0.1770325,-1.060064,2.61431
0.1885338,-1.059494,2.658514
0.199379,-1.058955,2.692747
0.21035,-1.058385,2.726883
0.2213554,-1.0578,2.764627
0.2328148,-1.057139,2.817641
0.2436142,-1.05637,2.87187
0.2550163,-1.055827,2.940951
0.2661743,-1.055279,3.00692
0.2769318,-1.054728,3.058915
0.2880554,-1.054139,3.119986
0.2991714,-1.053495,3.171861
0.3105431,-1.052965,3.225913
0.3214073,-1.052311,3.298577
0.3328438,-1.051697,3.376826
0.3439598,-1.051049,3.463164
0.3549652,-1.050349,3.546463
0.3660469,-1.049684,3.623147
0.3771515,-1.048972,3.688786
0.3883133,-1.048257,3.738178
0.3991013,-1.047558,3.780808
0.4107895,-1.046835,3.839207
0.4214401,-1.046075,3.902439
0.4325256,-1.04539,3.968234
0.443531,-1.04454,4.02642
0.4546165,-1.043751,4.077864
0.4662437,-1.042913,4.12356
0.4768295,-1.042068,4.173939
0.4879265,-1.041205,4.207963
0.4993172,-1.040349,4.240751
0.5101395,-1.039497,4.280215
0.5212364,-1.03859,4.332004
0.5323715,-1.03771,4.385893
0.5434914,-1.036849,4.44144
0.554657,-1.035918,4.482077
0.565712,-1.034922,4.511898
0.576889,-1.033976,4.54451
0.5879326,-1.033014,4.565027
0.5990257,-1.032061,4.577177
0.6101189,-1.031042,4.597119
0.6215401,-1.029983,4.610932
0.6323814,-1.028841,4.630234
0.6434441,-1.027746,4.658884
0.6545677,-1.026582,4.698151
0.6658325,-1.025447,4.735776
0.676754,-1.024193,4.78475
0.6878662,-1.022832,4.855844
0.6991577,-1.021482,4.938618
0.710125,-1.020069,5.015008
0.7214622,-1.018649,5.096949
0.7329712,-1.017153,5.180982
0.7437325,-1.015557,5.2932
0.7547836,-1.013924,5.418833
0.7656059,-1.012217,5.587423
0.7768059,-1.010465,5.754404
0.7878761,-1.008707,5.892922
0.7989845,-1.006807,6.040462
0.8101311,-1.004868,6.18727
0.8215408,-1.002755,6.355369
0.8322906,-1.000616,6.53678
0.8436699,-0.9982814,6.722614
0.854763,-0.9960254,6.917988
0.8658409,-0.9937282,7.097134
0.8766747,-0.991318,7.259979
0.8877563,-0.9888171,7.40124
0.8990631,-0.9861604,7.536231
0.9107857,-0.9835171,7.660013
0.9212952,-0.980848,7.776861
0.9323616,-0.9780952,7.902276
0.9436226,-0.9751455,8.056319
0.954483,-0.97199,8.238313
0.9656029,-0.9688848,8.406402
0.9766502,-0.9658273,8.542818
0.9877357,-0.9626408,8.66321
0.9997063,-0.9593931,8.775814
1.010044,-0.9561319,8.900167
1.021309,-0.9526902,9.03212
1.032242,-0.9491057,9.143264
1.043308,-0.9453741,9.253845
1.055096,-0.9415545,9.328601
1.06546,-0.9376777,9.394829
1.076584,-0.9337109,9.466181
1.087925,-0.9296789,9.546713
1.103371,-0.9255519,9.604372
1.110035,-0.9213734,9.654195
1.119526,-0.9169629,9.70471
1.130493,-0.9125489,9.749633
1.141693,-0.9079331,9.801257
1.152714,-0.9032395,9.866064
1.163628,-0.8984128,9.919649
1.174637,-0.8932979,9.986188
1.18573,-0.8883215,10.04272
1.196838,-0.8829881,10.09121
1.207977,-0.8776704,10.1376
1.219025,-0.8720096,10.16805
1.230255,-0.86637,10.17947
1.241398,-0.8606932,10.19873
1.252953,-0.8549236,10.21234
1.263988,-0.8489517,10.21508
1.274647,-0.8427287,10.20345
1.285728,-0.8364331,10.13523
1.296803,-0.8297608,10.01024
1.307823,-0.8228735,9.814872
1.318924,-0.8157719,9.642648
1.330173,-0.8086079,9.533731
1.34124,-0.8013704,9.456182
1.352722,-0.7942969,9.407001
1.363338,-0.7872576,9.405028
1.374424,-0.7799705,9.502419
1.385574,-0.7729461,9.642777
1.396744,-0.7657913,9.800564
1.407784,-0.7586223,9.921702
1.419132,-0.7512983,9.964903
1.430122,-0.7439023,9.964222
1.441143,-0.7365419,9.901832
1.452198,-0.7290924,9.793839
1.463638,-0.7217315,9.658431
1.474838,-0.7143627,9.557409
1.485966,-0.7071031,9.456609
1.497246,-0.6997776,9.344245
1.508541,-0.6925544,9.255975
1.519939,-0.6853206,9.213673
1.531616,-0.678086,9.200307
1.542542,-0.6709529,9.202164
1.553711,-0.663736,9.24036
1.564808,-0.6566018,9.284002
1.576096,-0.6493106,9.337437
1.587467,-0.6421438,9.360844
1.59856,-0.6349249,9.38543
1.609791,-0.6277648,9.390803
1.621017,-0.6207381,9.377009
1.632061,-0.6136335,9.336995
1.643127,-0.6066785,9.29449
1.654533,-0.5995091,9.263686
1.665241,-0.5925517,9.276638
1.676289,-0.5855356,9.347239
1.68745,-0.5785999,9.466482
1.698505,-0.5717812,9.618404
1.709679,-0.5648918,9.742871
1.72073,-0.557959,9.802032
1.731834,-0.5508574,9.802198
1.743061,-0.5437955,9.722623
1.754112,-0.5367006,9.614087
1.765411,-0.5295349,9.476183
1.776287,-0.5224264,9.3535
1.78735,-0.5153463,9.237188
1.798519,-0.508224,9.124625
1.809589,-0.5010831,8.990712
1.820938,-0.4940327,8.818542
1.831821,-0.486789,8.636388
1.842903,-0.4796385,8.470634
1.854053,-0.4723837,8.324856
1.865334,-0.4650403,8.156585
1.876274,-0.4576828,8.013764
1.887356,-0.4503285,7.894996
1.898415,-0.4428793,7.835133
1.909801,-0.4353794,7.809168
1.921196,-0.4279096,7.791608
1.93195,-0.4203866,7.777344
1.943039,-0.4128125,7.73317
1.954311,-0.4051272,7.663374
