Time,Distance,Rotation
0,-1.108241,2.100724
0.01052475,-1.108017,2.091474
0.02139282,-1.107738,2.060987
0.03256607,-1.107466,2.030481
0.04362869,-1.107071,1.989844
0.05476379,-1.106784,1.962334
0.06579971,-1.106461,1.950577
0.07693481,-1.106185,1.951661
0.08817673,-1.105862,1.93425
0.0996933,-1.105617,1.914818
0.1102982,-1.105293,1.87648
0.1213188,-1.104866,1.835036
0.1327477,-1.104518,1.820165
0.1442146,-1.104193,1.79539
0.154892,-1.103779,1.783976
0.1659241,-1.103375,1.769316
0.1775208,-1.103021,1.761683
0.1881599,-1.102605,1.759307
0.1992378,-1.102133,1.763334
0.2103233,-1.101675,1.783281
0.2214012,-1.101189,1.8068
0.2324448,-1.100729,1.841786
0.2434921,-1.100258,1.888078
0.2546234,-1.099774,1.922002
0.2656708,-1.099284,1.967399
0.2768097,-1.098759,1.989452
0.2879944,-1.098265,2.015953
0.2990913,-1.097677,2.032387
0.3101578,-1.097086,2.038481
0.3212662,-1.096473,2.042767
0.3323364,-1.095813,2.049164
0.3434715,-1.095148,2.045709
0.3546066,-1.094551,2.045151
0.365654,-1.09388,2.033786
0.376812,-1.093218,2.015105
0.3881493,-1.092494,2.005516
0.3992195,-1.091842,1.987621
0.4103699,-1.091128,1.993318
0.4213867,-1.090379,2.01361
0.4326286,-1.089662,2.040073
0.4434853,-1.088899,2.064995
0.4545364,-1.088097,2.07868
0.4656372,-1.087319,2.072777
0.476841,-1.086462,2.060636
0.4880104,-1.085532,2.054078
0.4991989,-1.0845,2.038379
0.5100365,-1.083442,2.012125
0.5211563,-1.082342,1.993571
0.5325546,-1.081222,1.959262
0.5436096,-1.080012,1.948046
0.5545044,-1.078697,1.930437
0.5656776,-1.077365,1.920198
0.5768471,-1.076043,1.910138
0.5879898,-1.074572,1.885586
0.5989113,-1.073013,1.860644
0.6100197,-1.071459,1.83411
0.6211319,-1.069911,1.819186
0.6323433,-1.068361,1.819637
0.6435356,-1.066758,1.827211
0.6552696,-1.065226,1.826128
0.6659813,-1.063478,1.844463
0.6767616,-1.061676,1.855642
0.6878471,-1.059689,1.888054
0.6990852,-1.057673,1.909531
0.7101707,-1.055572,1.91925
0.7211075,-1.053387,1.928983
0.7321663,-1.051056,1.951027
0.7433929,-1.048641,2.008392
0.7544212,-1.046198,2.064236
0.7655563,-1.043661,2.142259
0.776619,-1.041027,2.204726
0.7877846,-1.038264,2.26134
0.7993927,-1.035462,2.29762
0.8099403,-1.032537,2.306375
0.8210602,-1.029573,2.281342
0.8321457,-1.02633,2.238914
0.8432617,-1.022952,2.167947
0.85746,-1.019491,2.10165
0.8688507,-1.015906,2.04687
0.8768539,-1.012191,2.007836
0.8881264,-1.008363,1.965978
0.8991852,-1.004453,1.924827
0.9098778,-1.000247,1.890764
0.9209862,-0.9960656,1.871905
0.932106,-0.9918011,1.881819
0.9432068,-0.9874123,1.917007
0.9543076,-0.9831114,1.931663
0.9653969,-0.9785025,1.95776
0.9764786,-0.9737715,2.001741
0.9880867,-0.9690365,2.024814
0.9991417,-0.9641073,2.059565
1.009914,-0.9588507,2.084491
1.020977,-0.9535514,2.127387
1.032104,-0.9481729,2.179683
1.043194,-0.9426656,2.262884
1.054283,-0.937091,2.353436
1.065647,-0.9314214,2.412802
1.076492,-0.9255033,2.44559
1.088211,-0.9195197,2.460145
1.098736,-0.9134879,2.444159
1.109982,-0.9072673,2.4031
1.121048,-0.9009722,2.336541
1.132271,-0.8945686,2.281933
1.14315,-0.8880204,2.252785
1.154522,-0.881327,2.264812
1.165329,-0.8745252,2.308096
1.176567,-0.8678005,2.32168
1.187531,-0.8609667,2.290424
1.198654,-0.8541793,2.233215
1.209778,-0.8472507,2.23113
1.220886,-0.8404156,2.278444
1.232197,-0.8334743,2.390576
1.243114,-0.8266118,2.518694
1.254261,-0.8199031,2.649661
1.265388,-0.8132379,2.788833
1.276463,-0.8066398,2.907476
1.287724,-0.8001163,2.981271
1.298664,-0.7935523,3.035953
1.310005,-0.7867759,3.087001
1.320831,-0.7801381,3.13749
1.331921,-0.7735933,3.142972
1.34306,-0.7670782,3.081175
1.354176,-0.7605994,2.976994
