Time,Distance,Rotation
0,-1.089945,358.7367
0.007834435,-1.089846,358.7446
0.01873875,-1.08978,358.758
0.02987099,-1.089622,358.7607
0.04097557,-1.089514,358.7578
0.05233192,-1.089303,358.7486
0.06314564,-1.089186,358.7191
0.07434559,-1.089032,358.695
0.08537102,-1.088925,358.6565
0.09670067,-1.088732,358.6289
0.1076117,-1.088476,358.6027
0.1186457,-1.088154,358.575
0.1298037,-1.087858,358.5679
0.1417198,-1.087599,358.5599
0.1521759,-1.087291,358.541
0.1632271,-1.086899,358.5299
0.1745329,-1.08659,358.5021
0.1861143,-1.086195,358.4637
0.19697,-1.085744,358.4212
0.2082148,-1.085304,358.3763
0.2197733,-1.084886,358.331
0.2308359,-1.084437,358.2897
0.2419119,-1.083979,358.2637
0.2532339,-1.083484,358.2327
0.2644291,-1.083062,358.2181
0.2757626,-1.082521,358.2055
0.2868338,-1.081853,358.2179
0.2981987,-1.081247,358.2254
0.3090744,-1.080647,358.2243
0.3201361,-1.080039,358.2378
0.3313961,-1.079377,358.2485
0.3424091,-1.078664,358.2478
0.3534498,-1.078005,358.2698
0.3652573,-1.077265,358.2901
0.37568,-1.076472,358.3292
0.3867645,-1.075694,358.3666
0.3981628,-1.074847,358.4141
0.4090672,-1.074036,358.4581
0.4200888,-1.073242,358.4933
0.4313765,-1.072369,358.5235
0.4423885,-1.071483,358.5467
0.453558,-1.070503,358.5618
0.4650993,-1.06941,358.5579
0.4756947,-1.068462,358.5799
0.4867449,-1.067479,358.5854
0.4979048,-1.06648,358.5913
0.5089855,-1.065425,358.5991
0.5201015,-1.064305,358.611
0.5311975,-1.063186,358.6038
0.5423756,-1.062002,358.5926
0.5533619,-1.060681,358.5781
0.5645304,-1.059403,358.5542
0.5756044,-1.058033,358.5166
0.5867691,-1.056625,358.4815
0.5977783,-1.055201,358.4505
0.6091652,-1.053754,358.4153
0.6200218,-1.052183,358.3972
0.6311312,-1.050596,358.3819
0.64223,-1.048912,358.3737
0.6533012,-1.047124,358.3784
0.6646862,-1.045348,358.374
0.6755705,-1.043308,358.3575
0.6868238,-1.041198,358.3486
0.6977968,-1.039136,358.3283
0.7088985,-1.036891,358.3019
