Time,Distance,Rotation
0,-0.7664894,1.051583
0.008345604,-0.7656077,1.07033
0.01930809,-0.7646607,1.099518
0.03010464,-0.763756,1.115165
0.04116821,-0.7627971,1.13135
0.05240822,-0.7618122,1.167218
0.06337261,-0.760836,1.199076
0.07484913,-0.759806,1.241098
0.085639,-0.7588271,1.283636
0.09667397,-0.7578059,1.313833
0.107832,-0.756629,1.34098
0.1188936,-0.7555457,1.3669
0.1299782,-0.7541157,1.362156
0.1420355,-0.7528895,1.343458
0.1524,-0.7515048,1.336911
0.1635351,-0.750208,1.328649
0.1743832,-0.7487944,1.344809
0.1854925,-0.7474035,1.377876
0.1965895,-0.7460743,1.406435
0.2080669,-0.7447193,1.444607
0.2191019,-0.7432896,1.479049
0.2299852,-0.7417485,1.519303
0.2413187,-0.7401228,1.540732
0.2521515,-0.7384154,1.564999
0.2633696,-0.7365912,1.612855
0.2743864,-0.7346938,1.688942
0.2854776,-0.7325855,1.795115
0.2968206,-0.7307506,1.945166
0.3077402,-0.7289785,2.119164
0.31882,-0.7271602,2.3031
0.3300781,-0.7253488,2.462747
0.3413048,-0.7233932,2.556718
0.3525057,-0.721377,2.602267
0.3637075,-0.7192059,2.582045
0.3749619,-0.7169795,2.537639
0.3862219,-0.7146127,2.496164
0.3974667,-0.7121798,2.470356
0.4089766,-0.7096303,2.453279
0.4199734,-0.7069285,2.462611
0.4310703,-0.7042516,2.471393
0.442359,-0.701439,2.513544
0.4538898,-0.6985475,2.562041
0.4646101,-0.6956278,2.621683
0.4755259,-0.6925651,2.693653
0.4865932,-0.6894361,2.759706
0.4977064,-0.6862007,2.808489
0.5091076,-0.6828939,2.870581
0.5199108,-0.6795272,2.915626
0.5310526,-0.6761043,2.958764
0.5421333,-0.6724033,3.002264
0.5532608,-0.6687351,3.021843
0.5647612,-0.6649424,3.018721
0.5755119,-0.6611148,2.994862
0.5865431,-0.6570894,2.942189
0.5977564,-0.6530443,2.881494
0.608819,-0.6489061,2.829444
0.6201553,-0.6447315,2.767855
0.630971,-0.6404396,2.679658
0.6420746,-0.6360514,2.582072
0.6537619,-0.6315671,2.481014
0.6646004,-0.6268406,2.370841
0.6757708,-0.6220503,2.270659
0.6869154,-0.6171262,2.185201
0.6976376,-0.6121024,2.12889
0.7089987,-0.6070518,2.082164
0.7201443,-0.6018772,2.068729
0.7310209,-0.596832,2.137167
0.7421942,-0.5916661,2.214615
0.7531481,-0.5865535,2.249113
0.7642403,-0.5813186,2.21088
0.7755384,-0.5760456,2.106389
0.7867661,-0.5707043,2.007922
0.7978029,-0.5654205,1.907218
0.80898,-0.560087,1.814398
0.8199205,-0.5546119,1.713237
0.8308897,-0.5491698,1.629469
0.8420391,-0.5436645,1.580087
0.8530874,-0.538126,1.52534
0.8642139,-0.5323702,1.475573
0.8755913,-0.5267781,1.440946
0.8864641,-0.5211021,1.465536
0.8975697,-0.5155149,1.555075
0.9089947,-0.509975,1.65653
0.919693,-0.5045412,1.833335
0.9310637,-0.4991616,2.032124
0.9421825,-0.4937838,2.238666
0.9531202,-0.4885861,2.424068
