Time,Distance,Rotation
0,-1.142807,358.0445
0.01057434,-1.140433,358.0415
0.02164268,-1.138113,358.0226
0.03308105,-1.135761,357.996
0.04435158,-1.133364,357.9175
0.05503845,-1.130883,357.7979
0.06632996,-1.128397,357.6898
0.07712936,-1.125946,357.6102
0.08821297,-1.123258,357.5683
0.09936333,-1.120644,357.5212
0.1105156,-1.117833,357.499
0.1217079,-1.114915,357.4878
0.1332245,-1.11197,357.4865
0.1437588,-1.109016,357.4971
0.1552715,-1.105985,357.4867
0.1664333,-1.102922,357.5043
0.177206,-1.099859,357.5368
0.1883049,-1.096659,357.5771
0.1996059,-1.093478,357.6222
0.2104454,-1.09015,357.6729
0.2215195,-1.086865,357.7099
0.2326374,-1.08356,357.7564
0.2438393,-1.08019,357.8167
0.2553864,-1.076791,357.8753
0.2659855,-1.07339,357.9427
0.277071,-1.070062,358.0056
0.2881756,-1.066651,358.0743
0.2994499,-1.066247,358.1485
0.3103752,-1.062729,358.2299
0.3217564,-1.059372,358.3191
0.3328152,-1.055831,358.4151
0.3437786,-1.05209,358.5055
0.3553143,-1.048519,358.5781
0.366106,-1.044669,358.6175
0.3770199,-1.040994,358.6582
0.3881931,-1.037189,358.69
0.3992138,-1.033502,358.7063
0.4103565,-1.029858,358.7397
0.4214783,-1.026262,358.7951
0.432539,-1.02269,358.8297
0.4438896,-1.018988,358.8891
0.4552269,-1.015382,358.9262
0.4658337,-1.011526,358.9659
0.4769154,-1.007745,358.9967
0.4882488,-1.00389,359.0526
0.4994221,-0.9997687,359.1312
0.5103798,-0.9958215,359.2246
0.5216942,-0.9917819,359.3544
0.5324802,-0.9880493,359.5514
0.5435734,-0.984122,359.7939
0.5546684,-0.9803106,0.03742667
0.5657825,-0.9763539,0.2456432
0.5769138,-0.9725412,0.4063639
0.5882893,-0.9685243,0.5690838
0.5991325,-0.9646824,0.712643
0.6102371,-0.960834,0.8402728
0.6213551,-0.9571623,0.9580744
0.6325893,-0.9534388,1.060159
0.6435432,-0.9495763,1.144479
