Time,Distance,Rotation
0,-1.116813,349.4179
0.007743835,-1.116264,349.3868
0.01868153,-1.115656,349.3597
0.02972031,-1.114989,349.3087
0.0408392,-1.114205,349.2693
0.05516529,-1.113493,349.2366
0.0629921,-1.11269,349.2065
0.07415962,-1.111911,349.1607
0.08538055,-1.111016,349.1432
0.09635258,-1.110049,349.1247
0.1074677,-1.108891,349.1058
0.1187954,-1.107805,349.1098
0.1297503,-1.10668,349.1046
0.1420536,-1.10554,349.1104
0.1528301,-1.10427,349.1181
0.1630011,-1.102906,349.1275
0.1740837,-1.101535,349.1285
0.1852093,-1.100177,349.1263
0.1963863,-1.098673,349.153
0.2108898,-1.097134,349.1999
0.2188406,-1.095586,349.2597
0.2297945,-1.093898,349.3247
0.2407036,-1.092294,349.3588
0.251955,-1.090529,349.3909
0.2629051,-1.088761,349.413
0.2743225,-1.086848,349.4398
0.2851992,-1.085091,349.4625
0.2964001,-1.083133,349.4994
0.3073502,-1.081143,349.546
0.3184423,-1.07907,349.5921
0.3295851,-1.077021,349.6393
0.340661,-1.07489,349.6656
0.351861,-1.072809,349.6732
0.3669062,-1.070501,349.6692
0.3740225,-1.06812,349.6467
0.3851633,-1.065697,349.6134
0.3963957,-1.063108,349.5691
0.4075212,-1.060493,349.5348
0.4184961,-1.057629,349.4794
0.429553,-1.054855,349.4467
0.4406652,-1.051985,349.4086
0.4517622,-1.048887,349.3901
0.4631147,-1.045846,349.3696
0.4744139,-1.042648,349.3554
0.4852762,-1.039509,349.3321
0.4961672,-1.036214,349.3289
0.5072947,-1.032761,349.3125
0.5217409,-1.029357,349.2995
0.5296392,-1.025857,349.2999
0.5406752,-1.02228,349.298
0.5517702,-1.018592,349.2926
0.5627851,-1.014869,349.2721
0.573905,-1.011146,349.2751
0.5849771,-1.007336,349.2651
0.5961065,-1.003418,349.2586
0.6072569,-0.9994084,349.2619
0.6182985,-0.9954798,349.2584
0.6294279,-0.9914297,349.2738
0.6410437,-0.9873456,349.2893
0.6516066,-0.9831862,349.3081
0.6629038,-0.9789714,349.3051
0.6771078,-0.9747325,349.3375
0.6849432,-0.9703413,349.3918
0.6963511,-0.9660255,349.4073
0.7072191,-0.9617013,349.3518
0.7182741,-0.9572661,349.2757
0.7293882,-0.9528071,349.2679
0.740489,-0.9484458,349.3311
0.7515974,-0.9441068,349.399
0.7628412,-0.9397728,349.4239
0.7739401,-0.9356225,349.4089
0.7849035,-0.9312686,349.4076
0.7960424,-0.926834,349.417
0.8074369,-0.922599,349.446
0.8183031,-0.9181911,349.456
0.8325682,-0.9138234,349.5091
0.8407183,-0.9095312,349.5755
0.8515444,-0.9053817,349.7068
0.8626661,-0.9012076,349.8462
0.8740129,-0.8970575,349.986
0.8850813,-0.8928835,350.1139
0.8959494,-0.8887233,350.2159
0.9070616,-0.8846154,350.277
0.9181623,-0.880345,350.2811
0.9292784,-0.8762155,350.2616
0.9404459,-0.871942,350.2254
0.9515142,-0.8678287,350.1921
0.9625826,-0.8635837,350.1884
0.9743395,-0.8595804,350.1854
0.9882402,-0.8554155,350.1997
0.9959536,-0.8512961,350.2083
1.007052,-0.8470608,350.2377
1.018352,-0.8429706,350.2415
1.029416,-0.8386784,350.2014
1.040515,-0.8346031,350.1344
1.051572,-0.8303583,350.0872
1.062572,-0.8262542,350.0793
1.073735,-0.8221616,350.1203
1.084758,-0.8181863,350.2003
1.09588,-0.8141644,350.2684
1.106954,-0.810186,350.3288
1.11835,-0.8061264,350.3438
1.129437,-0.8020982,350.3547
1.143596,-0.7980024,350.3505
1.151402,-0.7939887,350.3198
1.162543,-0.7898557,350.284
1.173614,-0.7856616,350.2422
1.184823,-0.7814813,350.1778
1.195867,-0.7771833,350.1281
1.207168,-0.7728523,350.0995
1.218183,-0.7685028,350.0697
1.229569,-0.7642707,350.0419
1.240287,-0.7598802,350.0203
1.25139,-0.7554456,350.0179
1.262494,-0.7509637,350.0245
1.273637,-0.7464069,350.0403
1.284741,-0.7417675,350.0766
1.299211,-0.7371278,350.0989
