Time,Distance,Rotation
0,-1.14324,1.033415
0.008087158,-1.143062,1.053144
0.01872063,-1.142809,1.053286
0.02977943,-1.142692,1.05716
0.04096031,-1.142465,1.042522
0.05198669,-1.142263,1.043046
0.0631485,-1.141997,1.026883
0.07448196,-1.141714,1.0275
0.0853138,-1.141373,1.032306
0.09639168,-1.141042,1.046839
0.1078472,-1.140688,1.076586
0.1187744,-1.140359,1.120382
0.1297932,-1.139975,1.170855
0.1408291,-1.139592,1.2244
0.1522293,-1.139106,1.271326
0.1640606,-1.138544,1.336212
0.1744041,-1.137918,1.420867
0.1859474,-1.137334,1.534169
0.1966534,-1.136733,1.680935
0.2075939,-1.136126,1.839544
0.2187138,-1.135447,2.013298
0.2297211,-1.13469,2.171166
0.2408352,-1.133918,2.316898
0.2522602,-1.133001,2.452778
0.2632198,-1.132146,2.579004
0.2742176,-1.131248,2.67957
0.2852573,-1.130351,2.762494
0.2964153,-1.129373,2.821949
0.3074856,-1.128241,2.847337
0.3189945,-1.127126,2.849685
0.3297882,-1.125961,2.864584
0.3408947,-1.124819,2.883197
0.35186,-1.123624,2.915636
0.3630772,-1.122419,2.938538
0.3740959,-1.121213,2.940122
0.3851719,-1.119924,2.948302
0.3963585,-1.118608,2.944617
0.4074306,-1.117291,2.951121
0.4187813,-1.115874,2.931518
0.4295616,-1.114359,2.887611
0.4406986,-1.112906,2.820686
0.4520836,-1.111363,2.710903
0.462925,-1.109764,2.546816
0.4742088,-1.108223,2.397259
0.485239,-1.106605,2.273479
0.4962482,-1.105047,2.184166
0.5073853,-1.103372,2.08263
0.5184193,-1.101763,1.962065
0.5295219,-1.100001,1.853893
0.5406609,-1.098286,1.741942
0.5521412,-1.096515,1.640648
0.5630627,-1.094759,1.548716
0.5741844,-1.093029,1.504363
0.5850887,-1.09123,1.415552
0.5961399,-1.089325,1.342399
0.60746,-1.087347,1.264194
0.618475,-1.085286,1.188193
0.6295605,-1.08319,1.105426
0.6406002,-1.081105,1.045031
0.6518478,-1.07892,0.9722615
0.6627979,-1.076595,0.9199376
0.673912,-1.074153,0.8851909
0.6849937,-1.071561,0.8699701
0.6961212,-1.068689,0.9123212
0.7073784,-1.065971,0.9880815
0.7183475,-1.063195,1.077418
0.7294407,-1.060372,1.237476
0.740572,-1.057566,1.373511
0.7516594,-1.054712,1.535241
0.7628937,-1.051763,1.671507
0.7739086,-1.048807,1.8016
0.7850628,-1.045751,1.910917
0.7961655,-1.042522,2.015165
0.8072433,-1.039243,2.089356
0.8185291,-1.035941,2.165273
0.8294506,-1.032521,2.246707
0.8405762,-1.028946,2.319773
0.8516102,-1.025328,2.382887
0.862854,-1.021517,2.451488
0.8738537,-1.017694,2.546206
0.8851891,-1.013758,2.622456
0.8962917,-1.009542,2.667804
0.9073029,-1.005391,2.69324
0.9185619,-1.001058,2.692449
0.929554,-0.9967614,2.714967
0.9405613,-0.9923176,2.729712
0.951828,-0.9877622,2.743178
0.9628544,-0.9830728,2.703026
0.973978,-0.9783432,2.664277
0.9850273,-0.9733344,2.637761
0.9959927,-0.9682791,2.646598
1.007168,-0.9631736,2.664527
1.018425,-0.9579178,2.674609
1.029406,-0.9526381,2.679395
1.04051,-0.9472787,2.698295
1.051565,-0.9417892,2.702136
1.062634,-0.9361911,2.72239
1.073765,-0.9304816,2.764228
1.084873,-0.9246057,2.813872
1.096018,-0.9185795,2.845036
1.107128,-0.9124869,2.851322
1.118189,-0.9061314,2.826157
1.129311,-0.8998008,2.807415
1.140436,-0.8931445,2.75695
1.151543,-0.8864381,2.7037
1.162687,-0.8796108,2.64016
1.173719,-0.8727978,2.600875
1.184958,-0.865816,2.609865
1.196325,-0.8588088,2.667954
1.207548,-0.8516172,2.780583
1.218239,-0.8441286,2.927161
1.229376,-0.8366226,3.002314
1.240353,-0.8290741,2.958003
1.251562,-0.8215182,2.838233
1.262644,-0.8137583,2.732268
1.274616,-0.8060519,2.72036
1.284933,-0.7985334,2.826384
1.295916,-0.7909292,2.997915
1.306973,-0.7834371,3.185841
1.318048,-0.7759817,3.332521
1.329277,-0.7686433,3.437249
1.340326,-0.7612752,3.515887
1.351406,-0.7537462,3.493071
1.362526,-0.7462951,3.406111
1.374361,-0.738928,3.303481
1.384834,-0.7314373,3.240065
1.395849,-0.7238983,3.17117
1.407097,-0.7163647,3.121255
1.418682,-0.7087128,3.044396
1.42922,-0.7010888,2.948532
1.440287,-0.6935509,2.896046
1.451321,-0.6860834,2.928088
1.462484,-0.6786134,3.050411
1.474087,-0.6711118,3.205556
1.484665,-0.6637288,3.423216
1.499046,-0.6563157,3.592673
1.507212,-0.6489409,3.747071
1.518137,-0.6416421,3.887772
1.529612,-0.6344002,4.043172
1.540483,-0.6270651,4.193669
1.55172,-0.6197215,4.30795
1.562542,-0.6123085,4.342597
1.574017,-0.6048784,4.365624
1.584661,-0.5973619,4.384329
1.595728,-0.5899599,4.402395
1.606867,-0.5824159,4.414935
1.61817,-0.5748305,4.431922
1.629213,-0.5671804,4.466787
1.640202,-0.5594826,4.513359
1.651228,-0.5518936,4.579842
1.662388,-0.5441484,4.686109
1.673498,-0.5364071,4.814471
1.684628,-0.5286437,4.959455
1.695688,-0.5208427,5.102068
1.706791,-0.5130159,5.240195
1.718256,-0.5051835,5.369771
1.729059,-0.4974192,5.479572
1.74011,-0.4895759,5.562591
1.751423,-0.4816202,5.590753
1.762342,-0.4735996,5.583975
1.773478,-0.4653695,5.526989
1.78451,-0.4571726,5.481346
1.795675,-0.4490536,5.447858
1.806812,-0.4409515,5.448334
1.817879,-0.4327742,5.480466
1.828966,-0.4246362,5.53594
1.840092,-0.4163678,5.612548
1.851505,-0.4080434,5.741396
1.862574,-0.3994201,5.954734
1.87365,-0.3906202,6.158377
1.88471,-0.3816792,6.192806
1.895603,-0.372764,6.100142
1.906754,-0.3639015,6.00464
1.917801,-0.3551215,6.006538
1.928963,-0.3465865,6.136326
1.940079,-0.3381567,6.341727
1.951376,-0.3298186,6.511173
1.962231,-0.3214439,6.603789
1.973354,-0.3130033,6.629728
1.984446,-0.3045975,6.626607
1.995583,-0.296165,6.580783
2.006664,-0.2878379,6.564781
2.017935,-0.2792325,6.617701
2.028959,-0.2707309,6.698055
2.039993,-0.2620853,6.800763
2.051096,-0.2535329,6.881476
2.062265,-0.2448847,6.998802
2.073372,-0.2361449,7.173014
2.084749,-0.2274324,7.371607
2.095491,-0.218492,7.590232
2.106621,-0.2096413,7.816632
2.117748,-0.2007575,8.032772
2.128849,-0.1918517,8.265837
2.139997,-0.1828697,8.536107
2.15106,-0.1738738,8.822469
2.162201,-0.1648759,9.111678
2.173344,-0.1558048,9.399538
2.184439,-0.1467121,9.669112
2.195454,-0.1374379,9.916183
2.206758,-0.1280534,10.10931
2.217958,-0.118627,10.28392
2.229078,-0.1090503,10.42348
2.240339,-0.09939659,10.5308
2.251482,-0.08965516,10.64357
2.26222,-0.07975805,10.76132
2.273596,-0.06976283,10.90489
2.284351,-0.05972767,11.07428
2.295469,-0.04956961,11.25093
2.30665,-0.03937542,11.41414
2.317739,-0.02911937,11.56718
2.328869,-0.01885378,11.67876
2.339931,-0.008143067,11.75687
2.351002,0.002526879,11.8042
2.362072,0.01335347,11.82278
2.373474,0.02420151,11.83561
2.384481,0.03528392,11.82609
2.395399,0.04641068,11.8274
2.406464,0.05773604,11.79354
2.41757,0.06901491,11.78389
2.428722,0.08030021,11.81215
2.43993,0.09153569,11.9497
2.45108,0.1029571,12.19029
2.462034,0.1148318,12.61095
2.473167,0.127251,12.97389
2.48424,0.1393849,12.9721
2.495445,0.1510416,12.87992
2.506493,0.1626745,12.82074
2.517542,0.1740957,12.97763
2.528887,0.1849836,13.31907
2.539961,0.1955987,13.7366
2.550896,0.2059928,13.89135
2.561962,0.2164644,13.88175
2.573368,0.2271291,13.74741
2.584332,0.2375931,13.55886
2.595308,0.2480599,13.40654
2.606684,0.2584001,13.32143
2.617472,0.2685126,13.3166
2.628933,0.2785338,13.33359
2.63973,0.2884978,13.31611
2.650967,0.2984263,13.33924
2.661974,0.3081144,13.47029
2.673042,0.3177699,13.61268
2.684099,0.3273023,13.76956
2.695295,0.3367933,13.91638
2.706421,0.34609,14.03968
2.717537,0.3554868,14.15389
2.728575,0.3648969,14.21208
2.739666,0.3743747,14.23859
2.750776,0.3837692,14.26066
2.761866,0.3933593,14.27102
2.773029,0.403021,14.27239
2.784101,0.4126056,14.27269
2.795189,0.4222647,14.29308
2.806381,0.432048,14.3176
2.817459,0.4418503,14.33257
2.828535,0.451763,14.35106
2.839775,0.4616829,14.36924
2.850697,0.4716595,14.39743
2.861893,0.481696,14.43265
