Time,Distance,Rotation
0,-0.9857054,354.0689
0.007413864,-0.985484,354.0864
0.01847649,-0.9852649,354.1012
0.02950191,-0.9849935,354.1239
0.0410347,-0.9847264,354.1407
0.05177784,-0.9844202,354.1564
0.06292534,-0.9840975,354.1679
0.07382488,-0.9837543,354.1742
0.08493614,-0.9834816,354.1739
0.09601498,-0.9832021,354.1778
0.1074085,-0.9828233,354.1764
0.1182232,-0.9824937,354.1929
0.1295214,-0.9821355,354.2032
0.1414824,-0.9818165,354.2229
0.1516218,-0.9814588,354.2295
0.1626549,-0.981039,354.2241
0.1741991,-0.9806135,354.228
0.1848679,-0.9802071,354.2328
0.1960659,-0.979794,354.2343
0.2071209,-0.9793308,354.232
0.218215,-0.9788347,354.245
0.2292938,-0.9782428,354.2429
0.240695,-0.9776499,354.2494
0.2515507,-0.9769909,354.2368
0.2627859,-0.9763293,354.2169
0.2738628,-0.9755889,354.1921
0.2851582,-0.9749088,354.175
0.2961216,-0.9741211,354.1612
0.3071804,-0.9732578,354.1506
0.3184738,-0.9724284,354.165
0.3293886,-0.9715135,354.1915
0.340373,-0.9705708,354.2206
0.3514709,-0.9695271,354.2592
0.362627,-0.9685143,354.2969
0.3737068,-0.9674619,354.3423
0.3849764,-0.966357,354.3833
0.3960915,-0.9652104,354.41
0.4070292,-0.96398,354.4186
0.4180851,-0.9627134,354.4271
0.4293509,-0.9613949,354.4171
0.4403353,-0.960032,354.3914
0.4514961,-0.9585331,354.3526
0.4628325,-0.9569442,354.3348
0.474165,-0.9553953,354.3147
0.4848166,-0.9537197,354.3136
0.4958763,-0.9520509,354.3159
0.5069714,-0.9501972,354.3194
0.5182734,-0.9482874,354.3395
0.5291929,-0.9463691,354.3705
0.5403032,-0.9443877,354.4166
0.5514174,-0.9424404,354.4624
0.56248,-0.940361,354.5188
0.5738697,-0.9382535,354.5761
0.5847254,-0.9359746,354.6157
0.5958118,-0.9337744,354.653
0.6072025,-0.9314137,354.6918
0.618309,-0.928965,354.7272
0.6291504,-0.9264252,354.7564
0.6405344,-0.9238973,354.7677
0.651351,-0.9211617,354.7833
0.662467,-0.9184676,354.7948
0.6735783,-0.9157056,354.8104
0.6848049,-0.9127961,354.8223
0.6957817,-0.9098306,354.8065
0.7071171,-0.9067889,354.8006
0.7179661,-0.9036489,354.7947
0.729063,-0.9003549,354.7904
