Time,Distance,Rotation
0,-1.085631,1.256511
0.008037567,-1.085356,1.247112
0.01890373,-1.08508,1.216545
0.0298214,-1.084736,1.184761
0.04090691,-1.084411,1.13122
0.05212021,-1.084081,1.07884
0.06316566,-1.083704,1.01732
0.07424545,-1.083265,0.9332794
0.08572197,-1.082837,0.8460155
0.09666443,-1.082347,0.7324941
0.1075459,-1.081823,0.6130328
0.1189194,-1.081316,0.5112386
0.1298656,-1.080725,0.4141709
0.1408253,-1.080175,0.323732
0.1519413,-1.079647,0.2585304
0.163105,-1.079057,0.2122542
0.1742649,-1.07849,0.1687082
0.1862183,-1.077845,0.125601
0.1970177,-1.07724,0.07464059
0.2074928,-1.076546,0.03376008
0.2189007,-1.075919,359.983
0.2297287,-1.07516,359.9299
0.2408676,-1.074351,359.8693
0.2519569,-1.073429,359.791
0.2630501,-1.07263,359.7159
0.2744789,-1.071612,359.6459
0.2852402,-1.070677,359.5862
0.2966232,-1.069566,359.5182
0.3075829,-1.06849,359.4401
0.3185749,-1.067263,359.3559
0.329731,-1.066126,359.2827
0.3407593,-1.065014,359.2039
0.351984,-1.063909,359.1616
0.3631878,-1.062745,359.1354
0.3741169,-1.061618,359.1308
0.3852215,-1.060434,359.1031
0.396286,-1.05913,359.0708
0.407383,-1.057768,359.012
0.4185123,-1.056417,358.9317
0.4301853,-1.055001,358.8461
0.4409962,-1.053384,358.7543
0.4518356,-1.051766,358.6577
0.4632168,-1.050185,358.5837
0.4742432,-1.048552,358.5159
0.4853001,-1.046896,358.4526
0.4962788,-1.045248,358.3714
0.5074501,-1.043474,358.3033
0.5186081,-1.041667,358.2534
0.5295887,-1.039812,358.2289
0.5406837,-1.037792,358.2307
0.5518913,-1.035673,358.2861
0.5629311,-1.033437,358.3571
0.5740604,-1.031135,358.4236
0.5850925,-1.02887,358.4844
0.5965252,-1.026425,358.5682
0.6073513,-1.023963,358.6829
0.6183872,-1.021455,358.8295
0.6297588,-1.018777,359.0166
0.6408863,-1.016076,359.2418
0.6519089,-1.013317,359.4855
0.6629486,-1.01052,359.7297
0.6743031,-1.007524,359.9592
0.685503,-1.004551,0.1475523
0.6967659,-1.001395,0.2930702
